time,A,B,C
2026-02-01 04:45:00,-0.39130550732088687,-0.8276954207699075,1.1375092660055197
2026-02-01 04:50:00,-2.2266059794707362,-1.3309316663105244,0.6661603633137361
2026-02-01 04:55:00,0.4416374620945688,-1.4502704702622518,-0.4005929876373297
2026-02-01 05:00:00,-1.1744288363793292,-0.5161982069413567,-0.8047684271152961
2026-02-01 05:05:00,-0.06582779051134852,-0.4073153534950728,-0.047527443748393
2026-02-01 05:10:00,0.34467909244807193,0.8548355577832037,0.524207898701039
2026-02-01 05:15:00,-0.08945956565622448,1.1512022203301249,-0.3969582271219329
2026-02-01 05:20:00,-0.45361461108416545,-0.4960744478833213,1.1603134088320641
2026-02-01 05:25:00,-0.8068787417907923,0.2836334988750739,0.27358824106931456
2026-02-01 05:30:00,1.0403451257702097,0.458542950912225,0.5313259288504257
2026-02-01 05:35:00,-0.7813422598404829,-0.37260897522835995,0.21410193900364163
2026-02-01 05:40:00,-0.19861825698588223,-0.7657100207273501,0.13939622232868015
2026-02-01 05:45:00,0.26716086601608097,-1.111444104204078,-0.26205930589431425
2026-02-01 05:50:00,-0.8630960022389034,0.9551511749819324,0.6553089655663813
2026-02-01 05:55:00,0.836665062934733,1.2858049038868586,0.25699980119588134
2026-02-01 06:00:00,0.05539644313735616,-0.5142404243532681,0.7309071584292294
2026-02-01 06:05:00,-1.846302151643679,-0.1823321226868564,-1.2411621468705771
2026-02-01 06:10:00,0.4890983672767257,-0.5004937287145241,0.9166292426704603
2026-02-01 06:15:00,0.5797445628930133,-0.3546721497559916,-0.6503885924546516
2026-02-01 06:20:00,-1.1476274294229865,0.42334427306606826,0.8767344927792423
2026-02-01 06:25:00,-0.4444014106515644,0.281782917752992,-0.00597110198806848
2026-02-01 06:30:00,-1.6463912550236934,0.7975358041605868,0.8982374052073102
2026-02-01 06:35:00,2.8582521586716525,0.49819756833499124,0.04293078636252304
2026-02-01 06:40:00,-0.12203346627009984,-1.0057427658455382,2.172963550768626
2026-02-01 06:45:00,0.1093344027945038,-1.4877975101191505,-0.4047361033533643
2026-02-01 06:50:00,-0.7143280174976446,1.5630199933142042,-0.5479843835166341
2026-02-01 06:55:00,1.6840467845462503,-0.01987718745389259,-0.09273448591046642
2026-02-01 07:00:00,-0.32381635599674247,-0.28989435670781943,-1.9382671622788952
2026-02-01 07:05:00,1.8634852372641186,1.2317699881924322,1.928617518783941
2026-02-01 07:10:00,1.037019030721591,-2.2556073183772223,-1.0665183561382472
2026-02-01 07:15:00,-0.1898729749085888,-0.18625289299226963,-0.0816310025219215
2026-02-01 07:20:00,0.7340402873228891,0.5839366567970893,-2.1846035795580176
2026-02-01 07:25:00,-0.9935159248940568,0.6176768959748644,0.23171929129026886
2026-02-01 07:30:00,0.23769875048921038,-0.3969700993531394,0.4994646952035163
2026-02-01 07:35:00,-1.3225560683599187,-1.2825225314893707,0.5197969361375495
2026-02-01 07:40:00,-0.09707470710683137,-0.31287083200890314,0.9442044905930498
2026-02-01 07:45:00,1.285220887189154,-0.7777823416429318,0.887741320177613
2026-02-01 07:50:00,0.5096293010634475,0.2805801051806776,-0.7730492244265778
2026-02-01 07:55:00,0.9222241435859022,0.38740172485460894,-0.11389245662438861
2026-02-01 08:00:00,1.394624072516991,1.577674276550065,-0.8764142935011924
2026-02-01 08:05:00,-1.3843510674109665,-0.7394778880466457,-0.6725390284638343
2026-02-01 08:10:00,-0.13808970123252678,0.8662804344494753,0.7130411054396394
2026-02-01 08:15:00,-0.20453272473586862,0.8502452574162125,-0.9226147833089984
2026-02-01 08:20:00,0.7288574685594179,0.7127331903001787,-1.0613673864846715
2026-02-01 08:25:00,1.031576172166507,1.0870291934307061,0.6190579936958217
2026-02-01 08:30:00,-0.45232078789705266,0.08119982174665387,1.1556022025393227
2026-02-01 08:35:00,-1.4266694640238244,,0.234331720613858
2026-02-01 08:40:00,1.268948995741293,-0.6740526395804874,0.9827108628040472
2026-02-01 08:45:00,0.24008689085440726,-0.7964254062616596,1.193520421834331
2026-02-01 08:50:00,-1.367607248699682,0.7220614240373266,-1.0068814835319502
2026-02-01 08:55:00,0.4304902111027671,0.034836375978463674,-0.18795385969604234
2026-02-01 09:00:00,0.04048488605824089,0.490337876830397,-0.3109931809384711
2026-02-01 09:05:00,-1.8071494769377463,-0.17412407482745773,-1.0283120687221396
2026-02-01 09:10:00,0.061166836410483545,-1.378480457459691,1.3969958807909566
2026-02-01 09:15:00,-0.31134819052936047,0.5365566151766139,-1.5594951127828869
2026-02-01 09:20:00,-0.20059345468654968,0.7251851335787173,0.6245780289152191
2026-02-01 09:25:00,0.5494909410307873,-1.838714385959779,-0.5661647913566361
2026-02-01 09:30:00,0.7958014661756748,1.5556268940174247,-0.0582287658676925
2026-02-01 09:35:00,-0.46975884675037405,1.0067984539184114,1.26099730867043
2026-02-01 09:40:00,-0.2806708565919968,-1.466429061203234,0.5960652439000349
2026-02-01 09:45:00,-0.9334779232080251,0.23617166154506733,-1.077486416424057
2026-02-01 09:50:00,-2.5813735285971195,-0.7329049349621128,0.06415734786756591
2026-02-01 09:55:00,0.6754824179346355,-1.0030485784456507,-2.332402032030477
2026-02-01 10:00:00,-1.127644655028589,0.5575326890163982,-0.92915600142667
2026-02-01 10:05:00,-0.3909661532113679,-0.8860425972794002,-0.38504350835466533
2026-02-01 10:10:00,-1.256774612290355,-0.188228118526827,1.5382853081809806
2026-02-01 10:15:00,0.15911020323945566,-1.0818949217189069,0.10404721737549207
2026-02-01 10:20:00,0.40152663197427946,0.026383680921616463,0.2149411449288163
2026-02-01 10:25:00,-0.1253267330298717,2.453086687088356,-0.2713337026758596
2026-02-01 10:30:00,0.4434597024600696,0.6439374405055653,-1.6066905919879448
2026-02-01 10:35:00,-0.33570122029550403,-0.3983775221142623,0.7775436112731803
2026-02-01 10:40:00,0.5384198057259113,0.3256132853094693,0.974258485923565
2026-02-01 10:45:00,1.586222325601612,-0.3316872450894315,-0.7392935295488327
2026-02-01 10:50:00,0.5778850305118638,0.04773877919903396,-1.2086336968593103
2026-02-01 10:55:00,-0.13372449098212422,-1.5579878130075442,-0.24906990636677745
2026-02-01 11:00:00,-0.7053196698301135,-0.23045200419090073,-1.0175227728031135
2026-02-01 11:05:00,-0.5389136340941096,0.42796569920285393,-0.625659000857382
2026-02-01 11:10:00,1.3040468473622415,0.42547215464837085,1.3281085556237844
2026-02-01 11:15:00,-1.2498914419288896,1.4394015731052243,1.7545738258003654
2026-02-01 11:20:00,1.0973058854743853,2.0674221373370445,-0.30463383450974596
2026-02-01 11:25:00,0.44895987088664846,-0.5208154752899841,1.5998333816217953
2026-02-01 11:30:00,-1.086358533184691,0.586204703896821,-0.15970941080287765
2026-02-01 11:35:00,-1.7221812641044143,-0.8111957332336216,-1.2861699546757464
